2026-04-08 15:03:27,BCA,DA,semiconductor-notesHarsh-jindal_compressed-1.pdf,teacher_uploads/semiconductor-notesHarsh-jindal_compressed-1.pdf
2026-04-08 15:03:30,BCA,DA,semiconductor-notesHarsh-jindal_compressed-1.pdf,teacher_uploads/semiconductor-notesHarsh-jindal_compressed-1.pdf
2026-04-08 15:03:36,BCA,DA,semiconductor-notesHarsh-jindal_compressed-1.pdf,teacher_uploads/semiconductor-notesHarsh-jindal_compressed-1.pdf
2026-04-08 15:03:48,BCA,DA,semiconductor-notesHarsh-jindal_compressed-1.pdf,teacher_uploads/semiconductor-notesHarsh-jindal_compressed-1.pdf
2026-04-08 15:11:22,,,unit-2.pdf,teacher_uploads/unit-2.pdf
2026-04-08 15:11:33,,,unit-2.pdf,teacher_uploads/unit-2.pdf
